ClassName,NormalizedClassName,LessonType,FullDate,SessionID,SessionStart,SessionEnd,NumberOfTimeBlocks,SessionDurationMinutes,WeekdayName,SessionStartTime,SessionEndTime,SessionSlot,ExpectedStudents,PresentStudents,AttendanceRate,AttendancePercentage
Costing,costing,Gewoon vak,2025-12-05,costing_20251205_1,2025-12-05 08:15:00,2025-12-05 12:30:00,2,255.0,Friday,08:15,12:30,Friday 08:15-12:30,105,14,0.13333333333333333,13.333333333333334
Costing,costing,Gewoon vak,2025-12-08,costing_20251208_1,2025-12-08 10:30:00,2025-12-08 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,26,10,0.38461538461538464,38.46153846153847
Costing,costing,Gewoon vak,2025-12-11,costing_20251211_1,2025-12-11 08:15:00,2025-12-11 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,167,37,0.2215568862275449,22.15568862275449
Costing,costing,Gewoon vak,2025-12-12,costing_20251212_1,2025-12-12 08:15:00,2025-12-12 12:30:00,2,255.0,Friday,08:15,12:30,Friday 08:15-12:30,105,14,0.13333333333333333,13.333333333333334
Costing,costing,Gewoon vak,2025-12-15,costing_20251215_1,2025-12-15 10:30:00,2025-12-15 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,26,1,0.038461538461538464,3.8461538461538463
Costing,costing,Gewoon vak,2025-12-18,costing_20251218_1,2025-12-18 08:15:00,2025-12-18 12:30:00,2,255.0,Thursday,08:15,12:30,Thursday 08:15-12:30,167,2,0.011976047904191617,1.1976047904191618
Costing,costing,Gewoon vak,2025-12-19,costing_20251219_1,2025-12-19 08:15:00,2025-12-19 12:30:00,2,255.0,Friday,08:15,12:30,Friday 08:15-12:30,105,0,0.0,0.0
Cybersecurity,cybersecurity,Gewoon vak,2025-09-23,cybersecurity_20250923_1,2025-09-23 13:30:00,2025-09-23 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,0,0.0,0.0
Cybersecurity,cybersecurity,Gewoon vak,2025-09-30,cybersecurity_20250930_1,2025-09-30 13:30:00,2025-09-30 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,43,0.3333333333333333,33.33333333333333
Cybersecurity,cybersecurity,Gewoon vak,2025-10-07,cybersecurity_20251007_1,2025-10-07 13:30:00,2025-10-07 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,37,0.2868217054263566,28.68217054263566
Cybersecurity,cybersecurity,Gewoon vak,2025-10-14,cybersecurity_20251014_1,2025-10-14 13:30:00,2025-10-14 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,43,0.3333333333333333,33.33333333333333
Cybersecurity,cybersecurity,Gewoon vak,2025-10-21,cybersecurity_20251021_1,2025-10-21 13:30:00,2025-10-21 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,38,0.29457364341085274,29.457364341085274
Cybersecurity,cybersecurity,Gewoon vak,2025-10-28,cybersecurity_20251028_1,2025-10-28 13:30:00,2025-10-28 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,52,0.40310077519379844,40.310077519379846
Cybersecurity,cybersecurity,Gewoon vak,2025-11-04,cybersecurity_20251104_1,2025-11-04 13:30:00,2025-11-04 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,45,0.3488372093023256,34.883720930232556
Cybersecurity,cybersecurity,Gewoon vak,2025-11-18,cybersecurity_20251118_1,2025-11-18 13:30:00,2025-11-18 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,44,0.34108527131782945,34.10852713178294
Cybersecurity,cybersecurity,Gewoon vak,2025-11-25,cybersecurity_20251125_1,2025-11-25 13:30:00,2025-11-25 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,42,0.32558139534883723,32.55813953488372
Cybersecurity,cybersecurity,Gewoon vak,2025-12-02,cybersecurity_20251202_1,2025-12-02 13:30:00,2025-12-02 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,25,0.1937984496124031,19.379844961240313
Cybersecurity,cybersecurity,Gewoon vak,2025-12-09,cybersecurity_20251209_1,2025-12-09 13:30:00,2025-12-09 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,39,0.3023255813953488,30.23255813953488
Cybersecurity,cybersecurity,Gewoon vak,2025-12-16,cybersecurity_20251216_1,2025-12-16 13:30:00,2025-12-16 17:45:00,2,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,129,16,0.12403100775193798,12.4031007751938
Cybersecurity,cybersecurity,Gewoon vak,2026-01-09,cybersecurity_20260109_1,2026-01-09 09:00:00,2026-01-09 11:00:00,1,120.0,Friday,09:00,11:00,Friday 09:00-11:00,24,1,0.041666666666666664,4.166666666666666
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-02-11,cybersecurity virtualisation_20260211_1,2026-02-11 13:30:00,2026-02-11 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,26,0.4,40.0
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-02-25,cybersecurity virtualisation_20260225_1,2026-02-25 13:30:00,2026-02-25 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,20,0.3076923076923077,30.76923076923077
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-03-04,cybersecurity virtualisation_20260304_1,2026-03-04 13:30:00,2026-03-04 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,22,0.3384615384615385,33.84615384615385
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-03-11,cybersecurity virtualisation_20260311_1,2026-03-11 13:30:00,2026-03-11 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,22,0.3384615384615385,33.84615384615385
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-03-18,cybersecurity virtualisation_20260318_1,2026-03-18 13:30:00,2026-03-18 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,14,0.2153846153846154,21.53846153846154
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-03-25,cybersecurity virtualisation_20260325_1,2026-03-25 13:30:00,2026-03-25 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,15,0.23076923076923078,23.076923076923077
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-04-01,cybersecurity virtualisation_20260401_1,2026-04-01 13:30:00,2026-04-01 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,12,0.18461538461538463,18.461538461538463
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-04-22,cybersecurity virtualisation_20260422_1,2026-04-22 13:30:00,2026-04-22 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,18,0.27692307692307694,27.692307692307693
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-04-29,cybersecurity virtualisation_20260429_1,2026-04-29 13:30:00,2026-04-29 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,11,0.16923076923076924,16.923076923076923
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-05-06,cybersecurity virtualisation_20260506_1,2026-05-06 13:30:00,2026-05-06 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,10,0.15384615384615385,15.384615384615385
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-05-13,cybersecurity virtualisation_20260513_1,2026-05-13 13:30:00,2026-05-13 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,7,0.1076923076923077,10.76923076923077
Cybersecurity & Virtualisation,cybersecurity virtualisation,Gewoon vak,2026-05-20,cybersecurity virtualisation_20260520_1,2026-05-20 13:30:00,2026-05-20 16:45:00,1,195.0,Wednesday,13:30,16:45,Wednesday 13:30-16:45,65,3,0.046153846153846156,4.615384615384616
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-09-22,cybersecurity advanced_20250922_1,2025-09-22 10:30:00,2025-09-22 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,0,0.0,0.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-09-29,cybersecurity advanced_20250929_1,2025-09-29 10:30:00,2025-09-29 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,15,0.3,30.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-10-06,cybersecurity advanced_20251006_1,2025-10-06 10:30:00,2025-10-06 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,12,0.24,24.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-10-13,cybersecurity advanced_20251013_1,2025-10-13 10:30:00,2025-10-13 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,0,0.0,0.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-10-20,cybersecurity advanced_20251020_1,2025-10-20 10:30:00,2025-10-20 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,14,0.28,28.000000000000004
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-10-27,cybersecurity advanced_20251027_1,2025-10-27 10:30:00,2025-10-27 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,7,0.14,14.000000000000002
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-11-03,cybersecurity advanced_20251103_1,2025-11-03 10:30:00,2025-11-03 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,11,0.22,22.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-11-17,cybersecurity advanced_20251117_1,2025-11-17 10:30:00,2025-11-17 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,11,0.22,22.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-11-24,cybersecurity advanced_20251124_1,2025-11-24 10:30:00,2025-11-24 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,7,0.14,14.000000000000002
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-11-27,cybersecurity advanced_20251127_1,2025-11-27 19:00:00,2025-11-27 22:00:00,1,180.0,Thursday,19:00,22:00,Thursday 19:00-22:00,50,0,0.0,0.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-12-01,cybersecurity advanced_20251201_1,2025-12-01 10:30:00,2025-12-01 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,11,0.22,22.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-12-08,cybersecurity advanced_20251208_1,2025-12-08 08:15:00,2025-12-08 12:30:00,2,255.0,Monday,08:15,12:30,Monday 08:15-12:30,50,19,0.38,38.0
Cybersecurity Advanced,cybersecurity advanced,Gewoon vak,2025-12-15,cybersecurity advanced_20251215_1,2025-12-15 10:30:00,2025-12-15 12:30:00,1,120.0,Monday,10:30,12:30,Monday 10:30-12:30,50,1,0.02,2.0
Data Engineering Project I,data engineering project i,Groepswerk,2026-02-09,data engineering project i_20260209_1,2026-02-09 08:15:00,2026-02-09 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,34,0.4857142857142857,48.57142857142857
Data Engineering Project I,data engineering project i,Groepswerk,2026-02-17,data engineering project i_20260217_1,2026-02-17 08:15:00,2026-02-17 12:30:00,1,255.0,Tuesday,08:15,12:30,Tuesday 08:15-12:30,70,22,0.3142857142857143,31.428571428571427
Data Engineering Project I,data engineering project i,Groepswerk,2026-02-17,data engineering project i_20260217_2,2026-02-17 13:30:00,2026-02-17 17:45:00,1,255.0,Tuesday,13:30,17:45,Tuesday 13:30-17:45,70,6,0.08571428571428572,8.571428571428571
Data Engineering Project I,data engineering project i,Groepswerk,2026-02-23,data engineering project i_20260223_1,2026-02-23 08:15:00,2026-02-23 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,18,0.2571428571428571,25.71428571428571
Data Engineering Project I,data engineering project i,Groepswerk,2026-02-23,data engineering project i_20260223_2,2026-02-23 13:30:00,2026-02-23 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,35,0.5,50.0
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-02,data engineering project i_20260302_1,2026-03-02 08:15:00,2026-03-02 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,34,0.4857142857142857,48.57142857142857
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-02,data engineering project i_20260302_2,2026-03-02 13:30:00,2026-03-02 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,1,0.014285714285714285,1.4285714285714286
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-09,data engineering project i_20260309_1,2026-03-09 08:15:00,2026-03-09 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,11,0.15714285714285714,15.714285714285714
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-09,data engineering project i_20260309_2,2026-03-09 13:30:00,2026-03-09 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,30,0.42857142857142855,42.857142857142854
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-16,data engineering project i_20260316_1,2026-03-16 08:15:00,2026-03-16 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,0,0.0,0.0
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-16,data engineering project i_20260316_2,2026-03-16 13:30:00,2026-03-16 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,1,0.014285714285714285,1.4285714285714286
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-23,data engineering project i_20260323_1,2026-03-23 08:15:00,2026-03-23 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,14,0.2,20.0
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-23,data engineering project i_20260323_2,2026-03-23 13:30:00,2026-03-23 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,32,0.45714285714285713,45.714285714285715
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-30,data engineering project i_20260330_1,2026-03-30 08:15:00,2026-03-30 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,28,0.4,40.0
Data Engineering Project I,data engineering project i,Groepswerk,2026-03-30,data engineering project i_20260330_2,2026-03-30 13:30:00,2026-03-30 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,0,0.0,0.0
Data Engineering Project I,data engineering project i,Groepswerk,2026-04-20,data engineering project i_20260420_1,2026-04-20 08:15:00,2026-04-20 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,29,0.4142857142857143,41.42857142857143
Data Engineering Project I,data engineering project i,Groepswerk,2026-04-20,data engineering project i_20260420_2,2026-04-20 13:30:00,2026-04-20 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,29,0.4142857142857143,41.42857142857143
Data Engineering Project I,data engineering project i,Groepswerk,2026-04-27,data engineering project i_20260427_1,2026-04-27 08:15:00,2026-04-27 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,30,0.42857142857142855,42.857142857142854
Data Engineering Project I,data engineering project i,Groepswerk,2026-05-04,data engineering project i_20260504_1,2026-05-04 08:15:00,2026-05-04 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,30,0.42857142857142855,42.857142857142854
Data Engineering Project I,data engineering project i,Groepswerk,2026-05-04,data engineering project i_20260504_2,2026-05-04 13:30:00,2026-05-04 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,30,0.42857142857142855,42.857142857142854
Data Engineering Project I,data engineering project i,Groepswerk,2026-05-11,data engineering project i_20260511_1,2026-05-11 08:15:00,2026-05-11 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,4,0.05714285714285714,5.714285714285714
Data Engineering Project I,data engineering project i,Groepswerk,2026-05-12,data engineering project i_20260512_1,2026-05-12 08:00:00,2026-05-12 17:45:00,2,585.0,Tuesday,08:00,17:45,Tuesday 08:00-17:45,70,25,0.35714285714285715,35.714285714285715
Data Engineering Project I,data engineering project i,Groepswerk,2026-05-18,data engineering project i_20260518_1,2026-05-18 08:15:00,2026-05-18 12:30:00,1,255.0,Monday,08:15,12:30,Monday 08:15-12:30,70,2,0.02857142857142857,2.857142857142857
Data Engineering Project I,data engineering project i,Groepswerk,2026-05-18,data engineering project i_20260518_2,2026-05-18 13:30:00,2026-05-18 17:45:00,1,255.0,Monday,13:30,17:45,Monday 13:30-17:45,70,0,0.0,0.0
Data Engineering Project II,data engineering project ii,Groepswerk,2025-09-24,data engineering project ii_20250924_1,2025-09-24 08:15:00,2025-09-24 12:30:00,1,255.0,Wednesday,08:15,12:30,Wednesday 08:15-12:30,59,0,0.0,0.0
Data Engineering Project II,data engineering project ii,Groepswerk,2025-10-01,data engineering project ii_20251001_1,2025-10-01 08:15:00,2025-10-01 12:30:00,1,255.0,Wednesday,08:15,12:30,Wednesday 08:15-12:30,59,5,0.0847457627118644,8.47457627118644
Data Engineering Project II,data engineering project ii,Groepswerk,2025-10-08,data engineering project ii_20251008_1,2025-10-08 08:15:00,2025-10-08 12:30:00,1,255.0,Wednesday,08:15,12:30,Wednesday 08:15-12:30,59,27,0.4576271186440678,45.76271186440678
Data Science,data science,Gewoon vak,2026-02-09,data science_20260209_1,2026-02-09 09:15:00,2026-02-09 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,18,0.3103448275862069,31.03448275862069
Data Science,data science,Gewoon vak,2026-02-09,data science_20260209_2,2026-02-09 13:30:00,2026-02-09 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,22,0.3142857142857143,31.428571428571427
Data Science,data science,Gewoon vak,2026-02-11,data science_20260211_1,2026-02-11 09:15:00,2026-02-11 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,47,0.3560606060606061,35.60606060606061
Data Science,data science,Gewoon vak,2026-02-12,data science_20260212_1,2026-02-12 09:15:00,2026-02-12 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,12,0.2222222222222222,22.22222222222222
Data Science,data science,Gewoon vak,2026-02-13,data science_20260213_1,2026-02-13 13:30:00,2026-02-13 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,76,23,0.3026315789473684,30.263157894736842
Data Science,data science,Gewoon vak,2026-02-18,data science_20260218_1,2026-02-18 09:15:00,2026-02-18 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,45,0.3409090909090909,34.090909090909086
Data Science,data science,Gewoon vak,2026-02-19,data science_20260219_1,2026-02-19 09:15:00,2026-02-19 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,17,0.3148148148148148,31.48148148148148
Data Science,data science,Gewoon vak,2026-02-20,data science_20260220_1,2026-02-20 13:30:00,2026-02-20 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,76,16,0.21052631578947367,21.052631578947366
Data Science,data science,Gewoon vak,2026-02-23,data science_20260223_1,2026-02-23 09:15:00,2026-02-23 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,16,0.27586206896551724,27.586206896551722
Data Science,data science,Gewoon vak,2026-02-23,data science_20260223_2,2026-02-23 13:30:00,2026-02-23 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,18,0.2571428571428571,25.71428571428571
Data Science,data science,Gewoon vak,2026-02-25,data science_20260225_1,2026-02-25 09:15:00,2026-02-25 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,33,0.25,25.0
Data Science,data science,Gewoon vak,2026-02-26,data science_20260226_1,2026-02-26 09:15:00,2026-02-26 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,18,0.3333333333333333,33.33333333333333
Data Science,data science,Gewoon vak,2026-02-27,data science_20260227_1,2026-02-27 13:30:00,2026-02-27 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,76,13,0.17105263157894737,17.105263157894736
Data Science,data science,Gewoon vak,2026-03-02,data science_20260302_1,2026-03-02 09:15:00,2026-03-02 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,17,0.29310344827586204,29.310344827586203
Data Science,data science,Gewoon vak,2026-03-02,data science_20260302_2,2026-03-02 13:30:00,2026-03-02 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,13,0.18571428571428572,18.571428571428573
Data Science,data science,Gewoon vak,2026-03-04,data science_20260304_1,2026-03-04 09:15:00,2026-03-04 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,30,0.22727272727272727,22.727272727272727
Data Science,data science,Gewoon vak,2026-03-05,data science_20260305_1,2026-03-05 09:15:00,2026-03-05 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,11,0.2037037037037037,20.37037037037037
Data Science,data science,Gewoon vak,2026-03-06,data science_20260306_1,2026-03-06 13:30:00,2026-03-06 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,76,8,0.10526315789473684,10.526315789473683
Data Science,data science,Gewoon vak,2026-03-09,data science_20260309_1,2026-03-09 09:15:00,2026-03-09 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,10,0.1724137931034483,17.24137931034483
Data Science,data science,Gewoon vak,2026-03-09,data science_20260309_2,2026-03-09 13:30:00,2026-03-09 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,0,0.0,0.0
Data Science,data science,Gewoon vak,2026-03-11,data science_20260311_1,2026-03-11 09:15:00,2026-03-11 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,21,0.1590909090909091,15.909090909090908
Data Science,data science,Gewoon vak,2026-03-12,data science_20260312_1,2026-03-12 09:15:00,2026-03-12 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,9,0.16666666666666666,16.666666666666664
Data Science,data science,Gewoon vak,2026-03-13,data science_20260313_1,2026-03-13 13:30:00,2026-03-13 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,146,16,0.1095890410958904,10.95890410958904
Data Science,data science,Gewoon vak,2026-03-16,data science_20260316_1,2026-03-16 09:15:00,2026-03-16 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,0,0.0,0.0
Data Science,data science,Gewoon vak,2026-03-16,data science_20260316_2,2026-03-16 13:30:00,2026-03-16 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,0,0.0,0.0
Data Science,data science,Gewoon vak,2026-03-18,data science_20260318_1,2026-03-18 09:15:00,2026-03-18 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,20,0.15151515151515152,15.151515151515152
Data Science,data science,Gewoon vak,2026-03-19,data science_20260319_1,2026-03-19 09:15:00,2026-03-19 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,8,0.14814814814814814,14.814814814814813
Data Science,data science,Gewoon vak,2026-03-20,data science_20260320_1,2026-03-20 13:30:00,2026-03-20 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,146,17,0.11643835616438356,11.643835616438356
Data Science,data science,Gewoon vak,2026-03-23,data science_20260323_1,2026-03-23 09:15:00,2026-03-23 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,13,0.22413793103448276,22.413793103448278
Data Science,data science,Gewoon vak,2026-03-23,data science_20260323_2,2026-03-23 13:30:00,2026-03-23 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,3,0.04285714285714286,4.285714285714286
Data Science,data science,Gewoon vak,2026-03-25,data science_20260325_1,2026-03-25 09:15:00,2026-03-25 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,17,0.12878787878787878,12.878787878787879
Data Science,data science,Gewoon vak,2026-03-26,data science_20260326_1,2026-03-26 09:15:00,2026-03-26 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,9,0.16666666666666666,16.666666666666664
Data Science,data science,Gewoon vak,2026-03-27,data science_20260327_1,2026-03-27 13:30:00,2026-03-27 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,146,12,0.0821917808219178,8.21917808219178
Data Science,data science,Gewoon vak,2026-03-30,data science_20260330_1,2026-03-30 09:15:00,2026-03-30 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,17,0.29310344827586204,29.310344827586203
Data Science,data science,Gewoon vak,2026-03-30,data science_20260330_2,2026-03-30 13:30:00,2026-03-30 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,0,0.0,0.0
Data Science,data science,Gewoon vak,2026-04-01,data science_20260401_1,2026-04-01 09:15:00,2026-04-01 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,16,0.12121212121212122,12.121212121212121
Data Science,data science,Gewoon vak,2026-04-02,data science_20260402_1,2026-04-02 09:15:00,2026-04-02 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,7,0.12962962962962962,12.962962962962962
Data Science,data science,Gewoon vak,2026-04-03,data science_20260403_1,2026-04-03 13:30:00,2026-04-03 17:00:00,2,210.0,Friday,13:30,17:00,Friday 13:30-17:00,127,13,0.10236220472440945,10.236220472440944
Data Science,data science,Gewoon vak,2026-04-20,data science_20260420_1,2026-04-20 09:15:00,2026-04-20 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,15,0.25862068965517243,25.862068965517242
Data Science,data science,Gewoon vak,2026-04-20,data science_20260420_2,2026-04-20 13:30:00,2026-04-20 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,1,0.014285714285714285,1.4285714285714286
Data Science,data science,Gewoon vak,2026-04-22,data science_20260422_1,2026-04-22 09:15:00,2026-04-22 12:30:00,1,195.0,Wednesday,09:15,12:30,Wednesday 09:15-12:30,132,18,0.13636363636363635,13.636363636363635
Data Science,data science,Gewoon vak,2026-04-23,data science_20260423_1,2026-04-23 09:15:00,2026-04-23 12:30:00,1,195.0,Thursday,09:15,12:30,Thursday 09:15-12:30,54,19,0.35185185185185186,35.18518518518518
Data Science,data science,Gewoon vak,2026-04-24,data science_20260424_1,2026-04-24 13:30:00,2026-04-24 16:30:00,1,180.0,Friday,13:30,16:30,Friday 13:30-16:30,76,4,0.05263157894736842,5.263157894736842
Data Science,data science,Gewoon vak,2026-04-27,data science_20260427_1,2026-04-27 09:15:00,2026-04-27 12:30:00,1,195.0,Monday,09:15,12:30,Monday 09:15-12:30,58,10,0.1724137931034483,17.24137931034483
Data Science,data science,Gewoon vak,2026-04-27,data science_20260427_2,2026-04-27 13:30:00,2026-04-27 16:30:00,1,180.0,Monday,13:30,16:30,Monday 13:30-16:30,70,10,0.14285714285714285,14.285714285714285
